,example_id,sentence,sentence_label,left_tree,left_label,right_tree,right_label
148,00149,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",positive,It,neutral,"is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",positive
149,00150,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",positive,The real triumphs in Igby,positive,"come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",positive
150,00151,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,positive,Robin Williams,neutral,has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,positive
151,00152,"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .",positive,If you 're willing to have fun with it,positive,", you wo n't feel cheated by the high infidelity of Unfaithful .",positive
152,00153,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,positive,Australia,neutral,: Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,positive
153,00154,Hoffman 's performance is authentic to the core of his being .,positive,Hoffman 's performance,neutral,is authentic to the core of his being .,positive
154,00155,Told just proficiently enough to trounce its overly comfortable trappings .,positive,Told just,neutral,proficiently enough to trounce its overly comfortable trappings .,neutral
155,00156,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",positive,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty",positive,.,neutral
156,00157,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .,positive,The quirky drama,positive,touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .,positive
157,00158,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,positive,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless,positive,age .,neutral
158,00159,What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .,positive,What could have been a daytime soap opera,neutral,is actually a compelling look at a young woman 's tragic odyssey .,positive
159,00160,Duvall is strong as always .,positive,Duvall,neutral,is strong as always .,positive
160,00161,A no-holds-barred cinematic treat .,positive,A no-holds-barred cinematic,positive,treat .,positive
161,00162,You 'd have to be a most hard-hearted person not to be moved by this drama .,positive,You,neutral,'d have to be a most hard-hearted person not to be moved by this drama .,positive
162,00163,Allen 's underestimated charm delivers more goodies than lumps of coal .,positive,Allen 's underestimated charm,neutral,delivers more goodies than lumps of coal .,positive
163,00164,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .",positive,Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs,neutral,", Red Dragon rates as an exceptional thriller .",positive
164,00165,An exhilarating serving of movie fluff .,neutral,An exhilarating serving of movie fluff,positive,.,neutral
165,00166,"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .",positive,"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor",positive,.,neutral
166,00167,It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .,positive,It,neutral,makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .,positive
167,00168,"Dark and disturbing , yet compelling to watch .",neutral,"Dark and disturbing , yet compelling to watch",neutral,.,neutral
168,00169,"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",negative,Too often,neutral,", Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",negative
169,00170,"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",positive,"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came",positive,.,neutral
170,00171,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy .,neutral,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy,neutral,.,neutral
171,00172,A terrific insider look at the star-making machinery of tinseltown .,positive,A terrific insider,neutral,look at the star-making machinery of tinseltown .,positive
172,00173,It 's a diverting enough hour-and-a-half for the family audience .,positive,It,neutral,'s a diverting enough hour-and-a-half for the family audience .,positive
173,00174,A party-hearty teen flick that scalds like acid .,negative,A party-hearty teen,positive,flick that scalds like acid .,negative
174,00175,As giddy and whimsical and relevant today as it was 270 years ago .,positive,As giddy and whimsical and relevant today,positive,as it was 270 years ago .,neutral
